,2017,2030,2017 (MO),2030 (MO),,,,,,,,,
453,74.99,46.325,9.88,0.00050542,,,,,,,,,
454,56.17,41.653,9.88,0.0006932,,,,,,,,,
455,50.05,41.655,9.91,0.00069551,,,,,,,,,
456,45.83,41.653,9.91,0.00081968,,,,,,,,,
457,45.09,34.121,9.92,0.00084802,,,,,,,,,
458,39.51,31.138,9.92,0.00095014,,,,,,,,,
459,38.03,32.639,9.92,0.0015543,,,,,,,,,
460,36.85,32.638,9.93,0.0022678,,,,,,,,,
461,38.06,34.121,9.93,0.0022702,,,,,,,,,
462,38.73,41.653,9.94,2.378,,,,,,,,,
463,55.63,50.92,9.94,2.378,,,,,,,,,
464,69.99,60.55,9.96,2.8389,,,,,,,,,
465,87.42,61.994,9.96,3.1369,,,,,,,,,
466,87.61,61.995,9.96,4.127,,,,,,,,,
467,79.86,61.995,9.96,5.3171,,,,,,,,,
468,77.84,61.995,9.96,5.9259,,,,,,,,,
469,70.44,59.164,9.97,6.865,,,,,,,,,
470,72.8,58.475,9.98,6.865,,,,,,,,,
471,65.93,61.374,9.98,6.865,,,,,,,,,
472,72.93,61.995,9.99,6.865,,,,,,,,,
473,77.34,63.074,10,6.865,,,,,,,,,
474,90.07,64.343,10.01,6.865,,,,,,,,,
475,87.95,64.346,10.02,6.865,,,,,,,,,
476,76.94,73.994,10.02,6.865,,,,,,,,,
477,62.98,64.342,10.03,7.2212,,,,,,,,,
478,47.1,62.553,10.03,7.222,,,,,,,,,
479,45.02,62.553,10.04,7.9285,,,,,,,,,
480,45.09,61.375,10.04,7.9286,,,,,,,,,
481,45.9,61.478,10.05,7.9286,,,,,,,,,
482,39.34,61.153,10.05,7.9286,,,,,,,,,
483,40.99,60.936,10.06,7.9286,,,,,,,,,
484,44.04,59.712,10.06,7.9286,,,,,,,,,
485,43.07,54.122,10.06,7.9288,,,,,,,,,
486,41.56,48.663,10.07,8.151,,,,,,,,,
487,40.62,47.51,10.08,8.383,,,,,,,,,
488,43.93,51.47,10.08,8.5794,,,,,,,,,
489,50.99,44.338,10.08,8.638,,,,,,,,,
490,54.98,35.193,10.1,8.7435,,,,,,,,,
491,53.05,33.1,10.1,8.8784,,,,,,,,,
492,48.34,31.138,10.1,9.4006,,,,,,,,,
493,45.89,28.294,10.12,9.5912,,,,,,,,,
494,43.3,28.293,10.12,9.6383,,,,,,,,,
495,44,28.294,10.12,9.6445,,,,,,,,,
496,47.56,28.294,10.13,9.9113,,,,,,,,,
497,61.94,28.294,10.14,9.9113,,,,,,,,,
498,65.91,38.759,10.15,10.427,,,,,,,,,
499,65.01,41.378,10.16,10.538,,,,,,,,,
500,62.92,38.759,10.17,10.538,,,,,,,,,
501,47.01,33.101,10.17,10.538,,,,,,,,,
502,44.03,7.05E-05,10.17,10.538,,,,,,,,,
503,44.33,5.27E-05,10.18,10.538,,,,,,,,,
504,39.54,1.96E-06,10.18,10.538,,,,,,,,,
505,38.6,7.79E-07,10.18,10.539,,,,,,,,,
506,38.22,4.34E-07,10.19,11.167,,,,,,,,,
507,38.6,3.97E-07,10.19,11.945,,,,,,,,,
508,37.43,2.55E-07,10.19,11.945,,,,,,,,,
509,38.27,2.61E-07,10.2,11.945,,,,,,,,,
510,37.83,2.67E-07,10.22,13.032,,,,,,,,,
511,35.97,2.59E-07,10.23,13.243,,,,,,,,,
512,39.24,4.41E-07,10.25,15.069,,,,,,,,,
513,37.76,1.45E-06,10.26,15.317,,,,,,,,,
514,39.26,0.00010655,10.26,15.317,,,,,,,,,
515,38.03,0.00045008,10.26,15.317,,,,,,,,,
516,38.16,29.386,10.28,15.317,,,,,,,,,
517,37.07,33.1,10.28,15.317,,,,,,,,,
518,36.03,33.1,10.3,15.317,,,,,,,,,
519,37.32,34.704,10.3,15.317,,,,,,,,,
520,38.29,38.369,10.31,15.317,,,,,,,,,
521,44.06,47.84,10.32,15.317,,,,,,,,,
522,61.92,58.973,10.32,15.317,,,,,,,,,
523,57.72,58.977,10.32,15.317,,,,,,,,,
524,57.38,58.973,10.34,15.317,,,,,,,,,
525,46,58.973,10.34,15.317,,,,,,,,,
526,39.39,51.918,10.35,15.317,,,,,,,,,
527,44.05,51.47,10.35,15.317,,,,,,,,,
528,35.93,46.263,10.35,15.317,,,,,,,,,
529,39.1,43.05,10.36,15.317,,,,,,,,,
530,38.28,42.356,10.36,15.317,,,,,,,,,
531,39.43,43.05,10.4,15.318,,,,,,,,,
532,37.29,43.05,10.41,16.125,,,,,,,,,
533,36.65,43.053,10.41,17.4,,,,,,,,,
534,44.84,60.346,10.41,17.45,,,,,,,,,
535,69.97,61.531,10.45,19.206,,,,,,,,,
536,98.45,64.342,10.46,19.207,,,,,,,,,
537,95.83,64.342,10.47,20.59,,,,,,,,,
538,99.99,64.342,10.47,20.591,,,,,,,,,
539,99.36,64.342,10.48,20.591,,,,,,,,,
540,87.42,64.342,10.49,20.592,,,,,,,,,
541,83.43,64.341,10.5,20.671,,,,,,,,,
542,81.81,64.341,10.51,20.982,,,,,,,,,
543,85.1,64.342,10.54,20.983,,,,,,,,,
544,82.84,64.342,10.55,20.983,,,,,,,,,
545,91.14,64.342,10.55,20.983,,,,,,,,,
546,109.98,82.18,10.59,20.983,,,,,,,,,
547,128.4,104.72,10.6,20.983,,,,,,,,,
548,103.87,82.425,10.66,20.983,,,,,,,,,
549,84.55,69.428,10.67,20.983,,,,,,,,,
550,69.4,64.342,10.67,20.984,,,,,,,,,
551,65.06,64.342,10.7,20.984,,,,,,,,,
552,43.08,62.41,10.71,21.449,,,,,,,,,
553,57.01,61.426,10.71,22.564,,,,,,,,,
554,51.04,59.992,10.72,22.565,,,,,,,,,
555,53.05,57.527,10.72,24.073,,,,,,,,,
556,48.82,57.341,10.72,24.523,,,,,,,,,
557,51.52,59.661,10.73,24.772,,,,,,,,,
558,56.06,61.528,10.74,24.772,,,,,,,,,
559,91.21,64.342,10.75,24.772,,,,,,,,,
560,163.52,82.122,10.75,24.909,,,,,,,,,
561,153.67,98.399,10.75,24.91,,,,,,,,,
562,150.1,83.818,10.75,25.182,,,,,,,,,
563,151.07,82.122,10.77,25.368,,,,,,,,,
564,135,80.39,10.78,25.728,,,,,,,,,
565,121.58,73.829,10.79,25.728,,,,,,,,,
566,117.68,78.551,10.8,25.728,,,,,,,,,
567,112.21,80.39,10.8,25.728,,,,,,,,,
568,117.18,82.125,10.81,25.728,,,,,,,,,
569,120,98.399,10.83,25.728,,,,,,,,,
570,131.01,105.28,10.84,25.728,,,,,,,,,
571,138.91,123.99,10.84,26.058,,,,,,,,,
572,113.8,105.28,10.84,26.059,,,,,,,,,
573,109.92,83.818,10.84,26.059,,,,,,,,,
574,78.98,78.217,10.87,26.08,,,,,,,,,
575,66.17,64.342,10.87,26.279,,,,,,,,,
576,56.61,64.341,10.87,26.347,,,,,,,,,
577,54.69,61.839,10.88,26.347,,,,,,,,,
578,46.58,61.682,10.89,26.347,,,,,,,,,
579,42.39,61.187,10.92,26.347,,,,,,,,,
580,40.94,58.876,10.92,26.347,,,,,,,,,
581,43.25,59.078,10.93,26.896,,,,,,,,,
582,48.03,61.326,10.93,27.361,,,,,,,,,
583,67.35,64.342,10.94,27.475,,,,,,,,,
584,100.24,83.418,10.96,27.761,,,,,,,,,
585,105.04,83.82,10.96,28.166,,,,,,,,,
586,109.63,80.432,10.96,28.192,,,,,,,,,
587,109.93,64.344,10.97,28.192,,,,,,,,,
588,119.98,64.342,10.98,28.193,,,,,,,,,
589,114.1,64.342,11,28.206,,,,,,,,,
590,101.63,64.342,11,28.207,,,,,,,,,
591,107.75,64.342,11,28.207,,,,,,,,,
592,111.65,64.342,11.04,28.207,,,,,,,,,
593,119.63,74.239,11.07,28.208,,,,,,,,,
594,122.9,83.818,11.08,28.208,,,,,,,,,
595,133.18,83.818,11.09,28.209,,,,,,,,,
596,109.96,76.488,11.1,28.209,,,,,,,,,
597,89.96,64.342,11.12,28.21,,,,,,,,,
598,62.34,64.342,11.13,28.21,,,,,,,,,
599,57.8,62.907,11.17,28.21,,,,,,,,,
600,45.23,60.541,11.19,28.21,,,,,,,,,
601,43.85,62.127,11.21,28.21,,,,,,,,,
602,42.06,61.335,11.21,28.21,,,,,,,,,
603,40.02,55.49,11.25,28.21,,,,,,,,,
604,37.85,55.49,11.27,28.21,,,,,,,,,
605,38.23,55.49,11.27,28.21,,,,,,,,,
606,41.1,61.24,11.3,28.21,,,,,,,,,
607,44.28,61.24,11.31,28.21,,,,,,,,,
608,58.51,64.342,11.32,28.21,,,,,,,,,
609,65.05,64.342,11.33,28.21,,,,,,,,,
610,60.94,64.342,11.35,28.293,,,,,,,,,
611,58.13,64.341,11.38,28.294,,,,,,,,,
612,59.61,61.486,11.38,28.294,,,,,,,,,
613,59.45,59.695,11.41,28.294,,,,,,,,,
614,53.51,55.519,11.45,28.294,,,,,,,,,
615,57.5,55.49,11.45,28.357,,,,,,,,,
616,54.97,61.427,11.46,28.389,,,,,,,,,
617,55.72,64.342,11.47,28.389,,,,,,,,,
618,54.01,64.342,11.48,28.389,,,,,,,,,
619,53.35,64.342,11.49,28.799,,,,,,,,,
620,44.98,64.342,11.52,28.84,,,,,,,,,
621,36.08,64.34,11.56,28.841,,,,,,,,,
622,37.87,57.506,11.56,28.841,,,,,,,,,
623,41.4,64.341,11.58,29.004,,,,,,,,,
624,36.7,60.55,11.62,29.005,,,,,,,,,
625,35.08,55.489,11.63,29.017,,,,,,,,,
626,34.31,51.471,11.64,29.017,,,,,,,,,
627,34.05,51.47,11.65,29.017,,,,,,,,,
628,33.97,51.47,11.65,29.025,,,,,,,,,
629,34.03,55.489,11.68,29.097,,,,,,,,,
630,34.06,64.333,11.68,29.098,,,,,,,,,
631,35.8,57.526,11.72,29.101,,,,,,,,,
632,46.39,63.074,11.73,29.337,,,,,,,,,
633,47.4,64.342,11.75,29.386,,,,,,,,,
634,45.04,64.341,11.76,29.386,,,,,,,,,
635,43.47,64.341,11.77,29.39,,,,,,,,,
636,44.14,64.34,11.79,29.709,,,,,,,,,
637,44.36,64.336,11.79,29.797,,,,,,,,,
638,45.18,63.341,11.8,29.983,,,,,,,,,
639,48.46,64.338,11.8,30.006,,,,,,,,,
640,52.92,64.341,11.81,30.236,,,,,,,,,
641,55.25,64.343,11.82,30.237,,,,,,,,,
642,60.36,82.42,11.85,30.237,,,,,,,,,
643,56.59,107.28,11.86,30.237,,,,,,,,,
644,54.61,83.388,11.89,30.237,,,,,,,,,
645,47.65,72.932,11.91,30.238,,,,,,,,,
646,39.9,64.342,11.93,30.525,,,,,,,,,
647,39.9,64.341,11.93,30.954,,,,,,,,,
648,38.03,63.054,11.93,30.967,,,,,,,,,
649,39.67,62.551,11.95,31.003,,,,,,,,,
650,40,61.758,11.95,31.109,,,,,,,,,
651,36,61.426,11.96,31.109,,,,,,,,,
652,39,57.157,11.98,31.109,,,,,,,,,
653,37.39,57.185,12.01,31.109,,,,,,,,,
654,37.78,57.851,12.01,31.137,,,,,,,,,
655,37.38,61.427,12.03,31.137,,,,,,,,,
656,39.65,62.552,12.03,31.137,,,,,,,,,
657,47.34,64.341,12.04,31.138,,,,,,,,,
658,44.9,64.341,12.04,31.138,,,,,,,,,
659,40.09,64.341,12.05,31.138,,,,,,,,,
660,43.6,64.341,12.05,31.138,,,,,,,,,
661,38.4,64.341,12.05,31.138,,,,,,,,,
662,37.74,64.334,12.06,31.138,,,,,,,,,
663,41.01,64.335,12.06,31.138,,,,,,,,,
664,49.92,64.338,12.07,31.138,,,,,,,,,
665,54.15,64.341,12.07,31.138,,,,,,,,,
666,60.59,64.343,12.08,31.138,,,,,,,,,
667,55.2,78.297,12.09,31.138,,,,,,,,,
668,48.08,72.314,12.12,31.138,,,,,,,,,
669,40.57,64.341,12.13,31.138,,,,,,,,,
670,38,64.341,12.15,31.138,,,,,,,,,
671,37.2,64.341,12.16,31.138,,,,,,,,,
672,33.74,0,12.18,31.138,,,,,,,,,
673,36.04,72.223,12.18,31.138,,,,,,,,,
674,32.95,61.756,12.19,31.138,,,,,,,,,
675,32.94,61.486,12.2,31.138,,,,,,,,,
676,31.75,60.393,12.21,31.138,,,,,,,,,
677,34.65,58.428,12.21,31.138,,,,,,,,,
678,32.89,58.428,12.21,31.138,,,,,,,,,
679,32.96,58.428,12.23,31.138,,,,,,,,,
680,35.01,61.487,12.26,31.138,,,,,,,,,
681,35,61.869,12.27,31.138,,,,,,,,,
682,33.05,64.236,12.28,31.138,,,,,,,,,
683,33.07,64.058,12.28,31.138,,,,,,,,,
684,33.07,67.042,12.29,31.138,,,,,,,,,
685,33.04,64.108,12.31,31.138,,,,,,,,,
686,32.91,58.428,12.31,31.138,,,,,,,,,
687,34.64,58.428,12.33,31.138,,,,,,,,,
688,37.05,58.428,12.34,31.138,,,,,,,,,
689,45.58,62.265,12.34,31.138,,,,,,,,,
690,53.93,72.223,12.36,31.138,,,,,,,,,
691,55.25,73.039,12.39,31.138,,,,,,,,,
692,50.58,72.734,12.4,31.138,,,,,,,,,
693,39.84,72.223,12.41,31.138,,,,,,,,,
694,37.08,62.127,12.42,31.138,,,,,,,,,
695,44.21,61.531,12.44,31.139,,,,,,,,,
696,36.09,61.427,12.44,31.388,,,,,,,,,
697,36.51,58.428,12.46,31.388,,,,,,,,,
698,36.49,58.428,12.47,31.388,,,,,,,,,
699,36.62,43.619,12.47,31.388,,,,,,,,,
700,36.05,41.653,12.48,31.478,,,,,,,,,
701,35.11,47.005,12.5,31.479,,,,,,,,,
702,36.68,58.428,12.51,31.479,,,,,,,,,
703,47.14,63.073,12.51,31.479,,,,,,,,,
704,59.13,72.223,12.51,32.103,,,,,,,,,
705,65.06,80.037,12.53,32.103,,,,,,,,,
706,65.02,80.035,12.54,32.364,,,,,,,,,
707,68.77,72.223,12.54,32.364,,,,,,,,,
708,69.91,72.223,12.56,32.364,,,,,,,,,
709,60.16,72.223,12.59,32.364,,,,,,,,,
710,63.72,72.223,12.59,32.364,,,,,,,,,
711,61.32,61.426,12.59,32.364,,,,,,,,,
712,55.98,60.631,12.59,32.365,,,,,,,,,
713,55.94,72.223,12.6,32.632,,,,,,,,,
714,68.48,80.039,12.6,32.638,,,,,,,,,
715,59.98,80.039,12.61,32.638,,,,,,,,,
716,56,80.038,12.62,32.638,,,,,,,,,
717,47.87,75.114,12.62,32.639,,,,,,,,,
718,41.93,72.223,12.63,32.639,,,,,,,,,
719,45.6,62.265,12.64,32.639,,,,,,,,,
720,36.59,61.334,12.66,32.639,,,,,,,,,
721,33.06,60.628,12.67,32.639,,,,,,,,,
722,34.38,58.428,12.67,32.639,,,,,,,,,
723,34.38,57.527,12.67,32.639,,,,,,,,,
724,35.57,54.529,12.69,32.663,,,,,,,,,
725,37.33,58.428,12.7,32.798,,,,,,,,,
726,38.95,60.629,12.73,32.936,,,,,,,,,
727,56.95,62.879,12.74,32.936,,,,,,,,,
728,81.62,72.223,12.74,32.987,,,,,,,,,
729,81.82,80.038,12.75,33.096,,,,,,,,,
730,82.02,75.791,12.75,33.096,,,,,,,,,
731,89.8,68.91,12.76,33.096,,,,,,,,,
732,89.82,72.223,12.77,33.096,,,,,,,,,
733,82.36,62.55,12.77,33.096,,,,,,,,,
734,82.02,58.67,12.78,33.096,,,,,,,,,
735,90.36,58.428,12.78,33.096,,,,,,,,,
736,89.75,59.011,12.78,33.097,,,,,,,,,
737,90.2,72.223,12.79,33.097,,,,,,,,,
738,95,80.039,12.79,33.097,,,,,,,,,
739,104.33,80.039,12.81,33.097,,,,,,,,,
740,90,80.039,12.82,33.097,,,,,,,,,
741,84.15,75.791,12.84,33.097,,,,,,,,,
742,60.92,72.223,12.85,33.097,,,,,,,,,
743,54.9,72.223,12.87,33.097,,,,,,,,,
744,40.69,62.882,12.9,33.097,,,,,,,,,
745,44.91,61.426,12.9,33.097,,,,,,,,,
746,42.25,60.629,12.9,33.097,,,,,,,,,
747,39.8,58.428,12.91,33.097,,,,,,,,,
748,38.15,57.549,12.91,33.097,,,,,,,,,
749,38.38,58.428,12.93,33.097,,,,,,,,,
750,41.09,61.427,12.94,33.097,,,,,,,,,
751,47.86,72.223,12.95,33.097,,,,,,,,,
752,65.96,75.791,12.96,33.097,,,,,,,,,
753,72.93,79.568,12.97,33.097,,,,,,,,,
754,65.91,75.791,12.98,33.097,,,,,,,,,
755,65.02,72.223,12.98,33.098,,,,,,,,,
756,62.91,72.223,12.98,33.1,,,,,,,,,
757,56.99,60.629,13.01,33.1,,,,,,,,,
758,54.18,58.011,13.01,33.1,,,,,,,,,
759,50.49,58.428,13.01,33.1,,,,,,,,,
760,52.35,60.629,13.03,33.1,,,,,,,,,
761,57,72.223,13.04,33.1,,,,,,,,,
762,62.58,75.791,13.06,33.1,,,,,,,,,
763,56.99,81.621,13.06,33.1,,,,,,,,,
764,49.74,81.621,13.09,33.1,,,,,,,,,
765,41.04,75.791,13.09,33.1,,,,,,,,,
766,44.2,72.223,13.11,33.1,,,,,,,,,
767,42.38,72.223,13.12,33.1,,,,,,,,,
768,38.06,72.223,13.13,33.1,,,,,,,,,
769,31.05,62.526,13.2,33.1,,,,,,,,,
770,29.8,62.526,13.2,33.101,,,,,,,,,
771,32.66,59.584,13.21,33.317,,,,,,,,,
772,32.3,59.584,13.22,33.345,,,,,,,,,
773,31.05,60.63,13.24,33.345,,,,,,,,,
774,32.66,72.223,13.25,33.348,,,,,,,,,
775,39.91,72.223,13.26,33.348,,,,,,,,,
776,55.58,90.285,13.27,33.348,,,,,,,,,
777,57.19,112.64,13.28,33.348,,,,,,,,,
778,59.1,112.64,13.29,33.348,,,,,,,,,
779,58.55,90.285,13.29,33.348,,,,,,,,,
780,57.66,90.285,13.3,33.348,,,,,,,,,
781,57.66,82.225,13.31,33.349,,,,,,,,,
782,54.44,75.791,13.32,33.349,,,,,,,,,
783,50.9,75.793,13.33,33.349,,,,,,,,,
784,47.1,86.746,13.33,33.349,,,,,,,,,
785,45.98,94.741,13.33,33.349,,,,,,,,,
786,48.8,137.17,13.34,33.349,,,,,,,,,
787,53.3,150,13.35,33.349,,,,,,,,,
788,48.84,150,13.36,33.349,,,,,,,,,
789,39.97,112.64,13.38,33.349,,,,,,,,,
790,39.04,103.81,13.38,33.349,,,,,,,,,
791,38.78,90.299,13.41,33.349,,,,,,,,,
792,34.82,75.791,13.41,33.349,,,,,,,,,
793,39.5,72.223,13.43,33.614,,,,,,,,,
794,34.92,72.223,13.44,33.617,,,,,,,,,
795,34.26,72.223,13.45,33.617,,,,,,,,,
796,32.55,60.064,13.45,33.617,,,,,,,,,
797,32.49,72.223,13.46,33.617,,,,,,,,,
798,35.85,72.223,13.47,33.617,,,,,,,,,
799,43.02,75.791,13.47,33.617,,,,,,,,,
800,56.32,105.28,13.48,33.617,,,,,,,,,
801,60,123.68,13.5,33.617,,,,,,,,,
802,58,112.86,13.53,33.617,,,,,,,,,
803,56.67,105.28,13.54,33.617,,,,,,,,,
804,55.97,105.28,13.55,33.617,,,,,,,,,
805,54.37,105.28,13.58,33.617,,,,,,,,,
806,53.67,90.285,13.61,33.617,,,,,,,,,
807,51.96,90.284,13.69,33.617,,,,,,,,,
808,48.47,90.285,13.7,33.617,,,,,,,,,
809,53.33,105.28,13.73,33.735,,,,,,,,,
810,60.36,150,13.75,33.783,,,,,,,,,
811,55.79,150,13.8,33.783,,,,,,,,,
812,59.29,150,13.82,33.853,,,,,,,,,
813,53.68,119.9,13.85,33.853,,,,,,,,,
814,44.9,105.28,13.87,33.902,,,,,,,,,
815,44.25,90.285,13.92,33.902,,,,,,,,,
816,36.08,75.791,13.92,33.902,,,,,,,,,
817,37.04,72.223,13.93,33.902,,,,,,,,,
818,34.96,72.223,13.93,33.902,,,,,,,,,
819,34.01,63.074,13.94,33.902,,,,,,,,,
820,31.93,60.629,13.94,33.902,,,,,,,,,
821,31.89,60.629,13.95,33.902,,,,,,,,,
822,32.09,60.629,13.95,33.902,,,,,,,,,
823,33.82,60.629,13.98,34.105,,,,,,,,,
824,37.04,72.223,13.99,34.121,,,,,,,,,
825,42.32,72.223,14,34.121,,,,,,,,,
826,49.58,75.791,14.01,34.203,,,,,,,,,
827,51.97,72.223,14.01,34.205,,,,,,,,,
828,50,72.223,14.02,34.205,,,,,,,,,
829,50,72.223,14.03,34.205,,,,,,,,,
830,49.12,60.629,14.03,34.205,,,,,,,,,
831,47.22,60.629,14.04,34.205,,,,,,,,,
832,45.22,60.629,14.04,34.205,,,,,,,,,
833,46.26,72.223,14.05,34.205,,,,,,,,,
834,56.37,82.122,14.07,34.205,,,,,,,,,
835,66.18,100.51,14.07,34.205,,,,,,,,,
836,61.61,83.052,14.09,34.205,,,,,,,,,
837,55.49,75.791,14.09,34.206,,,,,,,,,
838,50,72.223,14.12,34.206,,,,,,,,,
839,50,72.223,14.13,34.348,,,,,,,,,
840,43.06,72.223,14.13,34.348,,,,,,,,,
841,35.81,63.074,14.17,34.348,,,,,,,,,
842,37.3,63.074,14.2,34.395,,,,,,,,,
843,37.73,63.074,14.2,34.395,,,,,,,,,
844,36.65,58.8,14.25,34.585,,,,,,,,,
845,33.15,58.801,14.3,34.604,,,,,,,,,
846,34.55,60.447,14.31,34.647,,,,,,,,,
847,31.66,60.629,14.34,34.652,,,,,,,,,
848,36.93,63.074,14.36,34.704,,,,,,,,,
849,37.52,72.223,14.36,34.704,,,,,,,,,
850,40.81,72.852,14.41,34.704,,,,,,,,,
851,44.02,63.074,14.44,34.926,,,,,,,,,
852,50.06,75.661,14.45,34.959,,,,,,,,,
853,46.05,72.224,14.49,34.959,,,,,,,,,
854,41.45,60.629,14.58,34.959,,,,,,,,,
855,40.88,60.629,14.6,34.959,,,,,,,,,
856,39.97,63.075,14.6,34.96,,,,,,,,,
857,40.81,72.539,14.62,34.96,,,,,,,,,
858,48.24,90.287,14.64,34.96,,,,,,,,,
859,65.07,98.936,14.68,34.96,,,,,,,,,
860,60.86,98.937,14.74,35.103,,,,,,,,,
861,57.91,98.934,14.77,35.18,,,,,,,,,
862,47.88,90.285,14.78,35.18,,,,,,,,,
863,51,90.283,14.81,35.18,,,,,,,,,
864,48,75.113,14.82,35.18,,,,,,,,,
865,43.31,72.223,14.84,35.18,,,,,,,,,
866,41.4,72.222,14.9,35.193,,,,,,,,,
867,38.27,72.222,14.9,35.193,,,,,,,,,
868,35.1,59.709,14.9,35.193,,,,,,,,,
869,36.3,72.221,14.91,35.193,,,,,,,,,
870,39.5,72.223,14.95,35.193,,,,,,,,,
871,55.21,90.284,14.96,35.193,,,,,,,,,
872,74.95,114.99,14.96,35.193,,,,,,,,,
873,82.06,150,14.96,35.23,,,,,,,,,
874,84.01,150,14.97,35.244,,,,,,,,,
875,80.44,131.48,14.97,35.245,,,,,,,,,
876,79.61,105.31,15,35.332,,,,,,,,,
877,80.37,105.28,15.02,35.332,,,,,,,,,
878,77.75,105.18,15.03,35.332,,,,,,,,,
879,72.93,95.983,15.03,35.404,,,,,,,,,
880,69.5,95.983,15.03,35.462,,,,,,,,,
881,67.04,131.48,15.03,35.465,,,,,,,,,
882,69.94,150,15.03,35.465,,,,,,,,,
883,86.37,150,15.04,35.465,,,,,,,,,
884,77.29,150,15.05,35.465,,,,,,,,,
885,64.69,144.08,15.06,35.465,,,,,,,,,
886,44.63,105.28,15.06,35.465,,,,,,,,,
887,43.27,90.288,15.06,35.465,,,,,,,,,
888,38.93,90.284,15.07,35.465,,,,,,,,,
889,42.01,72.226,15.08,35.465,,,,,,,,,
890,40.4,72.224,15.09,35.465,,,,,,,,,
891,39.01,72.223,15.09,35.702,,,,,,,,,
892,37.78,72.221,15.12,35.702,,,,,,,,,
893,38.03,59.709,15.18,35.703,,,,,,,,,
894,38.09,72.223,15.23,35.749,,,,,,,,,
895,46.82,78.217,15.25,36.054,,,,,,,,,
896,64.9,98.936,15.27,36.054,,,,,,,,,
897,63,123.99,15.31,36.054,,,,,,,,,
898,62.92,98.937,15.31,36.054,,,,,,,,,
899,64.55,90.293,15.39,36.054,,,,,,,,,
900,65.91,90.286,15.42,36.054,,,,,,,,,
901,63.39,90.285,15.44,36.054,,,,,,,,,
902,61.3,77.246,15.46,36.054,,,,,,,,,
903,60.49,72.224,15.47,36.054,,,,,,,,,
904,59.79,72.223,15.48,36.054,,,,,,,,,
905,62.41,82.519,15.48,36.054,,,,,,,,,
906,67.14,90.288,15.51,36.054,,,,,,,,,
907,66.97,110.8,15.51,36.056,,,,,,,,,
908,64.01,96.567,15.55,36.065,,,,,,,,,
909,45.07,90.285,15.59,36.065,,,,,,,,,
910,43.1,73.374,15.63,36.065,,,,,,,,,
911,45.02,72.223,15.66,36.065,,,,,,,,,
912,39.89,72.221,15.7,36.065,,,,,,,,,
913,34.51,62.129,15.74,36.065,,,,,,,,,
914,34.59,59.619,15.74,36.065,,,,,,,,,
915,34.35,58.011,15.75,36.065,,,,,,,,,
916,33.73,57.924,15.78,36.065,,,,,,,,,
917,35.06,60.684,15.78,36.065,,,,,,,,,
918,35.9,63.074,15.79,36.065,,,,,,,,,
919,50.07,72.224,15.8,36.065,,,,,,,,,
920,69.92,90.286,15.87,36.065,,,,,,,,,
921,71.1,112.84,15.92,36.065,,,,,,,,,
922,70.9,112.84,15.92,36.065,,,,,,,,,
923,72.5,90.287,15.93,36.065,,,,,,,,,
924,71.49,90.287,15.93,36.065,,,,,,,,,
925,70.34,90.285,15.96,36.065,,,,,,,,,
926,66.94,82.37,15.96,36.065,,,,,,,,,
927,67.43,90.284,15.97,36.065,,,,,,,,,
928,68.96,90.286,15.97,36.065,,,,,,,,,
929,69.13,105.28,15.99,36.065,,,,,,,,,
930,73.85,150,15.99,36.065,,,,,,,,,
931,88.18,150,15.99,36.065,,,,,,,,,
932,84.04,150,16,36.065,,,,,,,,,
933,72.6,150,16.01,36.065,,,,,,,,,
934,62.5,105.28,16.01,36.065,,,,,,,,,
935,47.98,90.288,16.03,36.065,,,,,,,,,
936,45.82,82.706,16.03,36.065,,,,,,,,,
937,48.1,72.769,16.04,36.065,,,,,,,,,
938,48.05,72.223,16.07,36.065,,,,,,,,,
939,44.96,72.223,16.07,36.065,,,,,,,,,
940,42.5,59.564,16.07,36.065,,,,,,,,,
941,41.66,60.511,16.07,36.065,,,,,,,,,
942,47.2,72.223,16.08,36.066,,,,,,,,,
943,54.58,82.302,16.09,36.066,,,,,,,,,
944,74.14,90.288,16.11,36.066,,,,,,,,,
945,70,112.78,16.12,36.066,,,,,,,,,
946,72.79,95.377,16.12,36.066,,,,,,,,,
947,70.97,90.285,16.18,36.066,,,,,,,,,
948,68.97,82.302,16.22,36.066,,,,,,,,,
949,66.91,76.593,16.24,36.066,,,,,,,,,
950,65.64,76.593,16.24,36.066,,,,,,,,,
951,65,76.594,16.25,36.066,,,,,,,,,
952,65,82.302,16.26,36.066,,,,,,,,,
953,65.76,90.287,16.29,36.066,,,,,,,,,
954,70.43,104.92,16.32,36.066,,,,,,,,,
955,72.91,105.28,16.36,36.066,,,,,,,,,
956,64.54,123.98,16.4,36.066,,,,,,,,,
957,50.09,105.27,16.41,36.066,,,,,,,,,
958,39.48,102.35,16.43,36.066,,,,,,,,,
959,42.1,90.287,16.49,36.066,,,,,,,,,
960,38.35,82.419,16.58,36.066,,,,,,,,,
961,36.67,72.226,16.59,36.066,,,,,,,,,
962,34.31,72.226,16.62,36.066,,,,,,,,,
963,33.46,72.223,16.63,36.066,,,,,,,,,
964,33.1,72.223,16.63,36.066,,,,,,,,,
965,32.55,72.223,16.69,36.066,,,,,,,,,
966,34.74,72.226,16.72,36.067,,,,,,,,,
967,39.17,90.287,16.78,36.067,,,,,,,,,
968,57,112.86,16.8,36.067,,,,,,,,,
969,63.08,150,16.88,36.069,,,,,,,,,
970,63.09,142.84,16.9,36.3,,,,,,,,,
